A1CF,ANKHD1,BRUNOL4,BRUNOL5,BRUNOL6,CNOT4,CPEB2,CPEB4,DAZAP1,ENOX1,ESRP2,FMR1,FUS,FXR1,FXR2,G3BP2,HNRNPA1,HNRNPA1L2,HNRNPA2B1,HNRNPC,HNRNPCL1,HNRNPF,HNRNPH1,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HuR,IGF2BP2,IGF2BP3,KHDRBS1,KHDRBS2,KHDRBS3,LIN28A,MATR3,MBNL1,MSI1,PABPC1,PABPC3,PABPC4,PABPC5,PABPN1,PCBP1,PCBP2,PPRC1,PTBP1,PUM2,QKI,RALY,RBFOX1,RBM24,RBM28,RBM3,RBM4,RBM41,RBM42,RBM45,RBM46,RBM5,RBM6,RBM8A,RBMS1,RBMS3,SAMD4A,SART3,SFPQ,SNRNP70,SNRPA,SRSF1,SRSF10,SRSF2,SRSF7,SRSF9,TARDBP,TIA1,TUT1,U2AF2,YBX1,YBX2,ZC3H10,ZC3H14,ZCRB1,ZNF638
0.0,0.0,0.0,0.0,0.0,0.0,7.862879504483135,2.0025706722105086,0.0,0.0,0.0,0.0,0.4059245037653685,0.0,0.0,0.9984503753020194,0.4769516325106782,0.0,0.0,2.0062571331921832,17.37429093099973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852879903653591,0.0,0.0,0.3132841638725081,0.6760211105927851,0.6317011052071992,0.0,0.0,1.8426534276879991,1.9728142802107906,3.4017710196623234,2.91542912431254,3.112931112947342,0.025244561216943996,0.6882960183751153,1.3568535626846436,0.0,0.0,1.182109548774299,0.0,0.0,0.23384956399418738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.410090593122431,10.109626136467055,3.643029338620651,0.322140296587453,0.0,0.0,0.0,0.0,0.06359582148982183,0.0,1.0151409370014193,0.0,0.5994590310651918,0.0,1.390727539437063,0.8190960969553446,1.601812887404653,0.0,2.326784988691575,0.0,0.44942400219087497,1.4583743257204664,6.525441195399361,0.0,2.155323353534352,0.0,0.3906301343687645
0.5863117194190943,0.0,13.51376243987208,1.0214362631827179,5.332929908798185,0.0,8.326492682813509,2.0759455841009724,2.836389056672063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7316175500530769,0.0,0.7660894100344862,2.0945208334078744,18.21166656894402,0.0,0.0,0.0,0.0,0.8827337836782738,0.6199821628036231,0.780661504148553,1.2564828542099977,0.0,1.0742374482244643,0.40650656674171093,0.9674154519017362,0.7870194481903767,0.0,0.0,1.7918578484076264,2.482837773994658,5.1578475047387435,3.6922375423037104,4.331950060701729,0.028440742184932734,0.6264438308009018,1.176273133580422,0.0,0.0,1.182109548774299,1.1535390032726167,0.0,0.22628846841755174,3.1340080023588,0.0,0.0,0.0,0.0,4.3710788375101,0.13694818426992764,0.0,11.137226082574548,0.0,0.34003697973120045,0.0,1.4024917049461687,4.268009245598924,0.0,0.09632817965376875,0.545830485087888,0.6815151115784032,0.0,0.7444332535981684,0.0,1.4580570061123377,0.0,0.0,0.8915054171903957,2.244052171808433,1.3890045126586137,0.5203493743511788,1.2075152295961358,5.0971365329766884,0.0,2.709646642563408,2.8863390368399156,0.5475291945500073
0.0,0.0,11.18419976240051,0.8477226129815754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7522047094087643,0.0,2.2669107294696467,0.0,0.49379808925532137,4.005858833021885,0.0,0.0,0.0,1.1844002440660883,0.0,1.9262717985436852,0.4551739355137725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.642974253965155,0.0,0.0,0.0,0.0,0.0,0.0,1.8041373947735615,0.4378376818577972,4.491726240476837,1.3218962820483806,0.0,0.0,0.0,0.0,21.57787057423784,0.0,0.0,1.1100998511026825,0.0,0.0,0.5562904480680392,0.0,0.0,0.0,0.4920218889270952,0.0,0.0,0.24684238377442183,0.0,0.0,0.6195908186427442,0.0,0.4898574469321281,0.0,1.7154051898489433,1.28703142469989,0.0,0.7833042995446244,0.0,0.0,0.0,0.0,0.0,0.7268135852635311,0.0,0.0,0.0
0.4984359926941141,0.0,12.06544880157561,0.9380537110861695,4.574603579783156,0.0,6.055818360502079,1.747451747791357,0.0,0.0,13.905057681519915,0.0,0.0,0.5077654467479964,0.0,1.2061903753648582,0.5235528699991068,3.897797331137244,0.4878579327582797,1.7734035556494725,15.30843007571203,1.3234035704792764,0.0,0.0,0.0,0.0,0.44603551694031,0.9986438547885313,0.8233261373036764,0.8711811794071308,0.970812105814764,0.27462466531787344,0.9512459902234355,0.8051307744039629,0.0,0.9241753765342962,1.339368492749135,0.0,4.469752228953697,3.59633526847764,3.6770044260445993,0.02883587444745881,0.7419215603113793,0.0,0.0,0.0,1.4187051066450271,0.9776969438924926,0.14250391749053828,0.20632717609523363,4.196784938269806,0.0,0.0,0.0,0.0,3.987322451347543,0.0,0.0,13.647505950922856,0.0,0.30012453557728763,0.0,1.4024917049461687,3.200478976598302,0.0,0.08348620226644536,0.6528083975327302,0.6863855615845785,0.0,0.8127667595980003,0.0,0.0,1.1710939597757046,0.0,0.6986920511486421,2.084021540611115,1.108229103383365,0.4349353561269997,0.0,0.0,0.0,2.232274866630523,1.8996352766422446,0.5176051469896672
0.0,0.0,0.0,0.0,4.246627442484157,0.0,6.560641599128486,1.6735124135017354,0.0,0.0,15.530533174382775,0.23123092758123465,0.0,0.0,0.0,0.0,0.7716552329656706,6.836311856070478,0.8773820009449687,1.736820574639022,14.776922185759368,2.0821779266438267,1.0138983034238533,2.146926198803759,0.5592517184294947,0.0,0.3866601912603721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9165284107570084,0.0,1.812292851566397,0.0,0.0,0.0,0.0,0.0,0.0,2.0563943634299204,0.42889927676224787,0.0,1.2363745849831815,0.0,0.0,0.1696104959750909,2.95014619955375,0.0,0.0,0.0,0.9491977378529678,0.0,0.0,0.0,0.0,0.0,0.0,0.23096816246803684,0.0,0.0,0.38718517723389656,0.0,0.0,0.0,0.0,0.8127667595980003,0.0,2.025120736555207,0.0,1.5282751139374395,0.5645944574786458,1.7404086004176276,0.0,0.2969482507567587,0.0,0.0,0.8252821137101364,1.2564207226764232,0.0,0.2935791693082019
0.0,3.706336408046702,0.0,0.6081367466241597,4.7528102671016885,1.2587399616015886,4.1416110597513365,0.0,0.0,0.0,19.977791206010867,0.0,0.0,0.0,1.6173329557317169,1.0850087086615356,0.6653256488371432,5.581281781550606,0.8130965545971329,0.0,0.0,1.9230708133526984,1.715374455211287,2.253827088370751,1.1033309723418636,0.8350272152221317,0.0,0.0,0.0,0.7181462554139313,0.0,0.0,0.0,0.0,0.0,0.0,1.40242507392477,0.0,0.0,0.0,0.0,0.0,0.8068206536774261,2.1647426208924534,0.5442335360596591,0.0,1.1591011734217327,0.0,0.0,0.0,0.0,20.180138062756768,0.0,0.0,0.0,0.0,0.11031132813285924,0.0,0.0,4.357883030066512,0.2761202542178169,0.0,0.0,0.0,0.0,0.0,0.0,0.5955864578980226,0.0,0.8240216899979727,0.13913924282491968,1.9555469543240895,1.0572492288754216,1.8457253043503616,0.7079224782463855,0.0,0.0,0.3140586518226685,1.425043396864786,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4681244192264566,0.0,13.905057681519915,0.0,0.38253878975351585,0.0,0.0,0.9577679586230469,0.5056124874918244,4.646644581039585,0.5404551161337817,0.0,0.0,1.4411543221929273,0.0,2.2154524100646515,0.44745461146119975,0.0,0.49186404501366005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9062938660967417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059030393180787,0.0,0.0,0.0,0.0,0.0,12.777554718689629,0.0,0.0,0.740274451269036,0.0,0.0,0.0,0.0,0.0,0.0,0.371796697414336,0.0,0.0,0.3739318948835921,0.0,0.0,0.0,0.0,0.6401911601317581,0.0,2.4410672195713485,1.0672943521901526,1.5486618234134986,0.6868976165237475,0.0,0.0,0.0,0.0,0.0,0.5426195144045872,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0108805168909303,0.0,0.0,14.822405236897964,0.3467851867854091,0.7159461252986442,0.0,3.2817726965818332,1.2001312920296923,0.7423380225269407,4.218190205146094,0.60194554307519,1.0423246176787175,8.885207367887887,1.8259982424277863,2.352008273640218,2.6115339111526095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.397015739928753,1.6279583325974085,1.2663863386106684,2.0552861643120117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9903403244882765,1.360532987829105,0.0,0.0,0.11825553481858157,0.0,0.0,0.21680305817242376,0.0,0.9183269835666852,0.0,0.0,0.0,0.0,3.8090933540563503,0.0,0.46989670762630503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978916630639655,0.0,2.3041639706649564,1.3581843815125667,2.266565235677584,0.5645944574786458,1.207778348659006,0.0,0.0,0.0,0.0,0.6918282963330903,0.0,0.0,0.0
0.0,0.0,10.460042943252276,0.7990827909252555,6.622084668123732,0.0,0.0,0.0,0.0,0.0,16.233296506280578,0.0,0.8350201737076185,0.0,2.467734392342824,0.0,0.6204746925689372,3.3385316634886606,0.0,0.0,0.0,1.9437489941414372,1.3086361823261365,2.5203940501756223,0.0,0.0,0.48494653134221105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988709326014358,0.0,1.40242507392477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35508535081190473,4.211641694303917,1.0583852662180466,0.0,0.0,0.0,0.0,17.684615638824898,0.0,0.0,1.2370129520573991,0.0,0.0,0.0,0.0,3.409501816914199,0.0,0.4602974226174966,0.0,0.0,0.4689531960201504,0.0,0.0,0.0,0.0,0.7808777901314121,0.0,1.7528104491129848,0.0,2.2563718809395548,0.7079224782463855,0.0,0.0,0.0,0.0,0.0,0.8505363951235011,0.0,0.0,0.33838436484449497
0.4261871273035992,3.027017389287905,9.525152658214344,0.7365458768528442,3.615320773579146,1.685729369520649,5.130652506856134,1.6983469990646616,2.3574514748981024,2.210541759982685,0.0,0.2159297809705124,0.0,0.4680497293645004,0.0,0.9348300002827751,0.4653560194267029,0.0,0.0,1.7472728549277219,15.0426761307357,1.1016875209111336,1.1671620004530405,0.0,0.0,1.003785144454743,0.0,0.6759964830346068,0.5116682376136699,1.2778608892631145,1.6787958930316813,0.3705622838046258,0.8824397703157728,0.841353426831135,0.0,0.0,1.373816069502491,2.3352565077082628,5.073269127090165,4.182537917239495,4.171261199406833,0.02584164996920563,0.9055404013328211,0.0,0.2757930475449345,0.0,1.046664018396928,1.3591911971828476,0.12828613533358754,0.17717159155172654,0.0,12.8555397944375,0.0,1.3119094214428744,0.0,4.9888330201132405,0.15964741819542935,0.0,13.779625943993818,2.5610184880474236,0.0,0.0,2.1103132050646805,4.465465388331976,0.308257147522708,0.09475296829025091,0.0,0.7483098545202373,1.6175655580737314,0.851623066931238,0.12528973485855036,1.5904716239070447,1.3267933711540327,1.6302086613177353,0.6115157952255087,1.7404086004176276,0.8644096869822262,0.4665344032567848,1.632630760790514,6.965499850195079,0.0,1.5376682882403054,3.1486403479620373,0.0
